Sex,EE_kJH,H2Og,RQ,Animal_ID,Deg_C,weight,experiment,StartTime,SD_VCO2,SD_VO2,SD_H2Omg,VO2,VCO2,StartDate,TimeOfDay,hour,,
Male,1.212674407,0.217666728,0.896389127,1062,21.33188,21.806,cold,6:50:41,0.04200384,0.05293978,0.002585548,0.9787052,0.8773007,6/9/20,T1,6,,
Male,0.632091429,0.195007814,0.926251424,1057,21.31153,22.191,cold,6:54:41,0.009179087,0.01909114,0.001886164,0.5067447,0.469373,6/9/20,T1,6,,
Male,0.527296562,0.170310498,0.917698766,1024,21.31228,15.526,cold,6:58:41,0.008696967,0.01308965,0.001493958,0.423538,0.3886803,6/9/20,T1,6,,
Male,0.629368684,0.186984649,0.975760953,1057,21.26414,22.191,cold,7:02:41,0.01145145,0.0180816,0.002753589,0.4990584,0.4869617,6/9/20,T1,7,,
Male,1.199842431,0.158180864,0.896939919,1035,21.27,22.92,cold,7:06:41,0.0606722,0.08887485,0.002561127,0.9682294,0.8684436,6/9/20,T1,7,,
Male,1.080544313,0.157787881,0.93776116,1033,21.36907,19.981,cold,7:10:41,0.01327231,0.02034977,9.66E-04,0.8640521,0.8102745,6/9/20,T1,7,,
Male,0.61620592,0.220260081,1.03582242,1011,21.2453,21.044,cold,7:14:41,0.02088435,0.0218822,0.002038038,0.4822399,0.4995149,6/9/20,T1,7,,
Male,0.769506218,0.190170369,0.885491028,1062,21.15925,21.806,cold,7:18:41,0.01341529,0.02073995,0.002329605,0.6225617,0.5512728,6/9/20,T1,7,,
Male,1.113251135,0.150841645,0.802754789,1012,21.10737,22.763,cold,7:22:41,0.01187078,0.02889774,0.00216602,0.9177328,0.7367144,6/9/20,T1,7,,
Male,0.758474681,0.181104798,0.865181174,1062,21.27417,21.806,cold,7:26:41,0.01098445,0.02420814,0.001932682,0.616451,0.5333418,6/9/20,T1,7,,
Male,0.602262116,0.207257658,0.952734921,1011,21.24352,21.044,cold,7:30:41,0.009359376,0.01124628,0.001961123,0.4799992,0.457312,6/9/20,T1,7,,
Male,1.204769949,0.142386426,0.788251925,1012,21.03657,22.763,cold,7:34:41,0.03726929,0.05367828,0.001589454,0.9964884,0.7854839,6/9/20,T1,7,,
Male,0.607914312,0.170853768,1.009796252,1057,21.05637,22.191,cold,7:38:41,0.009405718,0.01670053,0.002350066,0.4784585,0.4831456,6/9/20,T1,7,,
Male,1.090870248,0.139835452,0.945603881,1033,21.02324,19.981,cold,7:42:41,0.01947651,0.02003053,0.001331014,0.8707919,0.8234242,6/9/20,T1,7,,
Male,0.662870835,0.158658499,0.9631773,1024,21.2274,15.526,cold,7:46:41,0.009984222,0.01184569,0.001896196,0.5270852,0.5076765,6/9/20,T1,7,,
Male,0.653852769,0.165406074,0.969704476,1057,20.93912,22.191,cold,7:54:41,0.01191241,0.01493374,0.001754638,0.5191658,0.5034374,6/9/20,T1,7,,
Male,1.184342939,0.13128049,0.78886782,1012,20.98495,22.763,cold,7:58:41,0.01357182,0.028227,0.00155813,0.9794542,0.7726599,6/9/20,T1,7,,
Male,1.567991154,0.173622836,0.885565927,1062,21.10357,21.806,cold,8:02:41,0.02963873,0.02395553,0.002690622,1.268547,1.123382,6/9/20,T1,8,,
Male,0.573022591,0.155160006,0.978518961,1024,21.18507,15.526,cold,8:06:41,0.00792725,0.02682775,0.002769764,0.4541028,0.4443482,6/9/20,T1,8,,
Male,1.012374649,0.14535705,0.934265261,1033,21.23289,19.981,cold,8:10:41,0.01027856,0.01591467,0.001622453,0.8101698,0.7569135,6/9/20,T1,8,,
Male,0.66626701,0.196903783,1.042384245,1011,21.05745,21.044,cold,8:14:41,0.01801874,0.01627968,0.002650951,0.5206746,0.542743,6/9/20,T1,8,,
Male,0.651076205,0.127279037,0.899145039,1035,21.08927,22.92,cold,8:18:41,0.0121158,0.02183728,0.001726665,0.5251353,0.4721728,6/9/20,T1,8,,
Male,1.196433937,0.11914424,0.786023742,1012,21.00077,22.763,cold,8:22:41,0.01276209,0.01979897,0.001826327,0.9901005,0.7782425,6/9/20,T1,8,,
Male,0.754854299,0.1280865,0.897151456,1035,21.09364,22.92,cold,8:26:41,0.009142892,0.02379753,0.001530772,0.6091112,0.546465,6/9/20,T1,8,,
Male,0.548228908,0.145418034,0.967936653,1024,21.15127,15.526,cold,8:30:41,0.01173185,0.01738966,0.00267821,0.4354692,0.4215066,6/9/20,T1,8,,
Male,0.648168345,0.154496835,0.978233387,1057,21.17977,22.191,cold,8:34:41,0.01202818,0.02578565,0.002000801,0.5136858,0.5025046,6/9/20,T1,8,,
Male,0.788182015,0.172515002,0.9444447,1062,21.06502,21.806,cold,8:38:41,0.01135942,0.02217703,0.001957575,0.6293315,0.5943688,6/9/20,T1,8,,
Male,1.045434678,0.134495151,0.981245031,1033,21.00974,19.981,cold,8:42:41,0.01160208,0.01878693,0.001890087,0.8279779,0.8124492,6/9/20,T1,8,,
Male,0.558054767,0.188644953,0.941124785,1011,20.97908,21.044,cold,8:46:41,0.0164757,0.02509762,0.002600315,0.4459126,0.4196594,6/9/20,T1,8,,
Male,0.993548371,0.135046381,0.971190259,1033,21.01995,19.981,cold,8:50:41,0.01232299,0.01882766,9.67E-04,0.7886291,0.7659089,6/9/20,T1,8,,
Male,1.065994996,0.09703883,0.804098505,1012,21.07977,22.763,cold,8:54:41,0.01817383,0.02020785,0.001362081,0.8785058,0.7064052,6/9/20,T1,8,,
Male,1.49187166,0.176599662,0.943923508,1057,21.17352,22.191,cold,8:58:41,0.02720349,0.03155578,0.002489503,1.191337,1.124531,6/9/20,T1,8,,
Male,0.801220744,0.158864086,0.898699244,1062,20.995,21.806,cold,9:02:41,0.009983211,0.01931264,0.002908439,0.6463012,0.5808304,6/9/20,light,9,,
Male,0.587556571,0.122538338,0.905021834,1035,21.00558,22.92,cold,9:06:41,0.01602098,0.02130732,0.00230975,0.4732793,0.4283281,6/9/20,light,9,,
Male,0.525238142,0.140883853,0.952105704,1024,21.13463,15.526,cold,9:10:41,0.01132351,0.01128762,0.001624992,0.4186699,0.398618,6/9/20,light,9,,
Male,0.671032269,0.198158598,1.011290755,1011,21.2039,21.044,cold,9:14:41,0.01710367,0.0311101,0.001642164,0.5279629,0.533924,6/9/20,light,9,,
Male,1.060677677,0.127692485,0.976535036,1033,21.1826,19.981,cold,9:18:41,0.01281012,0.01268165,0.001245554,0.8409218,0.8211896,6/9/20,light,9,,
Male,0.713339994,0.186065554,0.944400143,1057,21.0164,22.191,cold,9:22:41,0.01263244,0.01318951,0.002595124,0.5695788,0.5379103,6/9/20,light,9,,
Male,1.421747969,0.070490372,0.789170176,1012,21.09735,22.763,cold,9:26:41,0.01512642,0.02533123,0.001084829,1.175707,0.9278329,6/9/20,light,9,,
Male,0.644611429,0.142985616,0.946176714,1024,21.07398,15.526,cold,9:30:41,0.01314979,0.01567313,0.002773741,0.5144985,0.4868065,6/9/20,light,9,,
Male,0.774210661,0.132215192,0.957626504,1062,21.29892,21.806,cold,9:34:41,0.02981112,0.04083152,0.004587045,0.6163735,0.5902556,6/9/20,light,9,,
Male,0.782846588,0.243439526,0.912088731,1011,21.33447,21.044,cold,9:38:41,0.009191203,0.0215643,0.003128008,0.6295905,0.5742424,6/9/20,light,9,,
Male,0.882475131,0.157321305,0.894279493,1035,21.13872,22.92,cold,9:42:41,0.01998918,0.03062078,0.002234145,0.7125505,0.6372193,6/9/20,light,9,,
Male,1.043806805,0.078145724,0.811282716,1012,21.03185,22.763,cold,9:46:41,0.01064454,0.02016398,0.001167092,0.8588074,0.6967356,6/9/20,light,9,,
Male,0.802411237,0.173988014,0.939123255,1024,20.91772,15.526,cold,9:50:41,0.0139825,0.01438638,0.001467232,0.6414502,0.6024008,6/9/20,light,9,,
Male,0.617024191,0.197159397,0.966614701,1057,21.01942,22.191,cold,9:54:41,0.009634787,0.02158383,0.002266822,0.4902577,0.4738903,6/9/20,light,9,,
Male,0.526851695,0.166893557,0.988364197,1024,20.96428,15.526,cold,10:00:42,0.008510943,0.01068959,0.001807287,0.4166107,0.4117631,6/9/20,light,10,,
Male,0.590054083,0.155187603,0.900587519,1035,21.00904,22.92,cold,10:04:42,0.00962919,0.02443593,0.001616866,0.4757632,0.4284664,6/9/20,light,10,,
Male,1.077613445,0.133793117,0.973764213,1033,21.1714,19.981,cold,10:08:42,0.02476176,0.01733829,0.00177502,0.8548705,0.8324423,6/9/20,light,10,,
Male,1.224894251,0.057759016,0.849842071,1012,21.20935,22.763,cold,10:12:42,0.0178295,0.02459588,0.001414058,0.9989942,0.8489873,6/9/20,light,10,,
Male,0.65751224,0.209153317,0.937080874,1011,21.12593,21.044,cold,10:16:42,0.02028339,0.03977657,0.001449199,0.525856,0.4927696,6/9/20,light,10,,
Male,0.785555096,0.181044021,0.90747458,1062,21.11322,21.806,cold,10:20:42,0.0179672,0.01634607,9.65E-04,0.6324208,0.5739058,6/9/20,light,10,,
Male,0.705982951,0.179455244,0.981450662,1057,21.01268,22.191,cold,10:24:42,0.01422273,0.0235631,0.001946248,0.5591089,0.5487378,6/9/20,light,10,,
Male,0.546452862,0.156131815,0.942275524,1024,20.95037,15.526,cold,10:28:42,0.007974735,0.01412984,0.002401058,0.4365306,0.4113321,6/9/20,light,10,,
Male,0.830964994,0.180878849,1.019675897,1057,20.99417,22.191,cold,10:32:42,0.02056945,0.02765001,0.001209804,0.6526005,0.665441,6/9/20,light,10,,
Male,0.706331055,0.155984111,0.909507178,1035,21.1162,22.92,cold,10:36:42,0.007225466,0.01655529,0.001296435,0.5683821,0.5169476,6/9/20,light,10,,
Male,1.042161538,0.140444565,0.942878008,1033,21.069,19.981,cold,10:40:42,0.01482749,0.0143433,0.001953145,0.8324132,0.7848641,6/9/20,light,10,,
Male,0.547166828,0.186385976,1.000761762,1011,20.91995,21.044,cold,10:44:42,0.008498342,0.01625291,0.002643263,0.4314997,0.4318284,6/9/20,light,10,,
Male,0.897212603,0.190797673,0.915478629,1062,20.98082,21.806,cold,10:48:42,0.0104419,0.02150208,0.002144645,0.7210212,0.6600795,6/9/20,light,10,,
Male,1.465600689,0.088874885,0.841343003,1012,20.93877,22.763,cold,10:52:42,0.04497218,0.07830889,0.002484482,1.197615,1.007605,6/9/20,light,10,,
Male,0.88869583,0.184075008,0.890654472,1062,21.07125,21.806,cold,10:56:42,0.0161059,0.02611283,0.001075805,0.7181574,0.6396301,6/9/20,light,10,,
Male,0.603111754,0.176769279,0.997991835,1011,21.09739,21.044,cold,11:00:42,0.007763204,0.02212231,0.002044395,0.4759071,0.4749514,6/9/20,light,11,,
Male,1.688538777,0.116007824,0.823845081,1012,21.10205,22.763,cold,11:04:42,0.06313524,0.06105511,0.001680059,1.385292,1.141266,6/9/20,light,11,,
Male,0.654384156,0.162152238,0.979015958,1057,20.996,22.191,cold,11:08:42,0.009161395,0.02142636,0.001688714,0.5185226,0.5076419,6/9/20,light,11,,
Male,1.749496774,0.166708952,0.98709,1033,21.02188,19.981,cold,11:12:42,0.02377395,0.03590962,0.0016977,1.383811,1.365946,6/9/20,light,11,,
Male,0.585297289,0.152646449,0.914570412,1024,20.97037,15.526,cold,11:16:42,0.01045557,0.01792935,0.002193105,0.4704541,0.4302634,6/9/20,light,11,,
Male,0.62947219,0.15613719,0.949363254,1057,20.97452,22.191,cold,11:24:42,0.01231366,0.0203015,0.001947851,0.5020603,0.4766376,6/9/20,light,11,,
Male,1.116416911,0.107224328,0.806353543,1012,21.0441,22.763,cold,11:28:42,0.008326281,0.01858794,0.001973439,0.9195846,0.7415103,6/9/20,light,11,,
Male,0.809655345,0.165195629,0.931113862,1062,21.07793,21.806,cold,11:32:42,0.009982549,0.02041083,0.002175764,0.6483946,0.6037292,6/9/20,light,11,,
Male,0.611979793,0.152849968,0.982574697,1024,21.0318,15.526,cold,11:36:42,0.01549523,0.02576037,0.001813072,0.4845425,0.4760992,6/9/20,light,11,,
Male,1.027567955,0.151890976,0.978381407,1033,21.11337,19.981,cold,11:40:42,0.01016745,0.01896709,0.001912193,0.8143407,0.7967358,6/9/20,light,11,,
Male,0.657472797,0.174677956,1.008182811,1011,21.13923,21.044,cold,11:44:42,0.01062396,0.01588282,0.001698927,0.5176461,0.5218819,6/9/20,light,11,,
Male,0.672990932,0.141623408,0.921630767,1035,21.13049,22.92,cold,11:48:42,0.01018626,0.01627466,0.002245844,0.5400895,0.4977631,6/9/20,light,11,,
Male,1.161345705,0.089949457,0.788192003,1012,21.1273,22.763,cold,11:52:42,0.01127432,0.02989235,0.001087548,0.9605846,0.7571251,6/9/20,light,11,,
Male,0.702532902,0.141448003,0.911206825,1035,21.0313,22.92,cold,11:56:42,0.01179533,0.0158708,0.00138199,0.565111,0.514933,6/9/20,light,11,,
Male,0.736275948,0.153046253,1.007818902,1024,20.91578,15.526,cold,12:00:42,0.0304976,0.04392858,0.002143371,0.5797361,0.584269,6/9/20,light,12,,
Male,0.630744525,0.157297532,0.979630131,1057,21.13622,22.191,cold,12:04:42,0.01218934,0.01714808,0.00169075,0.4997234,0.4895441,6/9/20,light,12,,
Male,0.736227749,0.160318493,0.884067686,1062,21.16068,21.806,cold,12:08:42,0.01222381,0.02665586,0.001535521,0.5958287,0.5267529,6/9/20,light,12,,
Male,1.066508534,0.146515222,0.954959161,1033,20.96284,19.981,cold,12:12:42,0.01120684,0.01712927,0.001470475,0.8495823,0.8113164,6/9/20,light,12,,
Male,0.570819394,0.165701483,1.003849968,1011,20.96372,21.044,cold,12:16:42,0.0115737,0.02997163,0.002579363,0.4498479,0.4515798,6/9/20,light,12,,
Male,1.10096554,0.142753982,0.940540231,1033,21.04358,19.981,cold,12:20:42,0.01005412,0.02051592,0.00218819,0.8798386,0.8275236,6/9/20,light,12,,
Male,1.08070532,0.074803979,0.762730837,1012,21.00039,22.763,cold,12:24:42,0.01183355,0.008454269,0.001396691,0.8991455,0.685806,6/9/20,light,12,,
Male,0.642959099,0.151836194,0.955298679,1057,20.9828,22.191,cold,12:28:42,0.01100824,0.02475809,0.001421932,0.5121437,0.4892502,6/9/20,light,12,,
Male,0.85263088,0.1530477,0.861092072,1062,20.92732,21.806,cold,12:32:42,0.01495397,0.01330702,0.001630019,0.693617,0.5972681,6/9/20,light,12,,
Male,0.689744632,0.134485642,0.881072766,1035,20.98375,22.92,cold,12:36:42,0.01288305,0.02202887,0.001111554,0.5585861,0.492155,6/9/20,light,12,,
Male,0.664268694,0.149215761,0.911180219,1024,21.05902,15.526,cold,12:40:42,0.01299817,0.01885615,0.00208059,0.5343348,0.4868753,6/9/20,light,12,,
Male,0.863842656,0.174111118,0.954904383,1011,21.04502,21.044,cold,12:44:42,0.01604665,0.02277119,0.001976639,0.6881467,0.6571143,6/9/20,light,12,,
Male,1.082987387,0.136597121,0.940265102,1033,21.0547,19.981,cold,12:48:42,0.01435897,0.02145842,0.002104805,0.8655242,0.8138222,6/9/20,light,12,,
Male,0.657962035,0.154805991,0.926262001,1057,21.05564,22.191,cold,12:52:42,0.008436003,0.01734618,0.002415862,0.5274838,0.4885882,6/9/20,light,12,,
Male,1.13467282,0.065330944,0.75415899,1012,21.07057,22.763,cold,12:56:42,0.01132376,0.02674563,0.001261923,0.9459207,0.7133746,6/9/20,light,12,,
Male,1.069216761,0.160141021,0.883703414,1024,21.04348,15.526,cold,13:00:42,0.01801724,0.02873943,0.002441235,0.8653874,0.7647458,6/9/20,light,13,,
Male,1.130037756,0.150697041,0.901499965,1062,21.13284,21.806,cold,13:04:42,0.01801963,0.02949822,0.001123565,0.9109682,0.8212378,6/9/20,light,13,,
Male,1.124671261,0.190461643,0.875045242,1011,21.12042,21.044,cold,13:08:42,0.06497711,0.08485784,0.002977792,0.9120461,0.7980816,6/9/20,light,13,,
Male,0.922601656,0.141480562,0.871759126,1035,20.97869,22.92,cold,13:12:42,0.03933648,0.05280814,0.00244565,0.7487332,0.652715,6/9/20,light,13,,
Male,1.12368168,0.061275061,0.77859585,1012,20.99577,22.763,cold,13:16:42,0.03390845,0.02371938,9.00E-04,0.9314857,0.7252509,6/9/20,light,13,,
Male,0.634163038,0.157049877,0.914823714,1024,21.04729,15.526,cold,13:20:42,0.008821219,0.01465969,0.0017302,0.5097029,0.4662883,6/9/20,light,13,,
Male,0.676291549,0.16035529,0.909088186,1057,21.11013,22.191,cold,13:24:42,0.00939125,0.02812575,0.001694781,0.5442604,0.4947807,6/9/20,light,13,,
Male,0.721408531,0.166720322,0.955370549,1024,21.14412,15.526,cold,13:30:38,0.01242847,0.02334424,0.001657177,0.5746228,0.5489777,6/9/20,light,13,,
Male,0.59951978,0.156945894,0.922756569,1024,21.09737,15.526,cold,13:30:43,0.009134029,0.01645085,0.002218201,0.4810066,0.443852,6/9/20,light,13,,
Male,0.722810652,0.122149697,0.892645999,1035,21.16572,22.92,cold,13:34:38,0.008354048,0.02109268,0.002403453,0.5838441,0.5211661,6/9/20,light,13,,
Male,0.743133796,0.117272768,0.878680163,1035,21.2865,22.92,cold,13:34:43,0.008484423,0.02841327,0.001362072,0.6021472,0.5290948,6/9/20,light,13,,
Male,1.000412562,0.098936339,0.932158686,1033,21.10217,19.981,cold,13:38:38,0.009576587,0.01441583,0.001781321,0.8009721,0.7466331,6/9/20,light,13,,
Male,1.148001316,0.130912728,0.92823334,1033,21.26793,19.981,cold,13:38:43,0.01174429,0.02599212,0.00113265,0.9199411,0.85392,6/9/20,light,13,,
Male,1.788583861,0.0062377,0.804493745,1012,21.09372,22.763,cold,13:42:38,0.07845131,0.09134775,0.001666776,1.473871,1.18572,6/9/20,light,13,,
Male,1.055362487,0.04834926,0.742474505,1012,20.98917,22.763,cold,13:42:43,0.02086977,0.03227146,0.001784798,0.8821911,0.6550044,6/9/20,light,13,,
Male,0.994948717,0.207964137,0.892389222,1011,20.97802,21.044,cold,13:46:38,0.0456578,0.04776481,0.002117794,0.8037076,0.71722,6/9/20,light,13,,
Male,0.611854614,0.198834275,0.914292918,1011,20.96148,21.044,cold,13:46:43,0.008990354,0.01192778,0.001540327,0.491831,0.4496776,6/9/20,light,13,,
Male,1.246536864,0.162425838,0.861608455,1062,20.97777,21.806,cold,13:50:38,0.0175838,0.02853193,0.002156594,1.013942,0.873621,6/9/20,light,13,,
Male,0.801022172,0.148454396,0.895828519,1062,20.9353,21.806,cold,13:50:43,0.01672569,0.01810215,0.001886058,0.646557,0.5792042,6/9/20,light,13,,
Male,0.735098805,0.167810584,1.004840582,1057,21.06522,22.191,cold,13:54:38,0.01565969,0.01799357,0.002410263,0.5791866,0.5819902,6/9/20,light,13,,
Male,0.613400375,0.153166773,0.921574411,1057,20.97165,22.191,cold,13:54:43,0.009770813,0.01943704,0.003243432,0.492273,0.4536662,6/9/20,light,13,,
Male,0.664189506,0.164827557,0.90499388,1024,21.16552,15.526,cold,13:58:38,0.01229311,0.01875444,0.002008032,0.5350108,0.4841815,6/9/20,light,13,,
Male,0.682594388,0.148982989,0.924872598,1024,20.94703,15.526,cold,13:58:43,0.01137784,0.01198227,0.00196125,0.5474008,0.506276,6/9/20,light,13,,
Male,0.670833876,0.169678336,0.919217961,1057,21.13647,22.191,cold,14:02:38,0.01196855,0.01885425,0.001928143,0.5386482,0.4951351,6/9/20,light,14,,
Male,0.690307439,0.153055039,0.923204033,1057,20.98603,22.191,cold,14:02:43,0.01104851,0.01354051,0.001779712,0.5537921,0.5112631,6/9/20,light,14,,
Male,0.682528926,0.119306105,0.890391163,1035,21.04937,22.92,cold,14:06:38,0.01036222,0.01754189,0.00167415,0.551586,0.4911273,6/9/20,light,14,,
Male,0.848556514,0.130793551,0.895727308,1035,21.16525,22.92,cold,14:06:43,0.009851318,0.02698475,0.00145735,0.6849406,0.61352,6/9/20,light,14,,
Male,1.248678195,0.082323823,0.914622895,1033,21.03895,19.981,cold,14:10:38,0.008434026,0.01346258,0.001689869,1.003659,0.9179695,6/9/20,light,14,,
Male,1.055517245,0.126828688,0.916107803,1033,21.12242,19.981,cold,14:10:43,0.009570456,0.01314177,0.001171645,0.8481194,0.7769688,6/9/20,light,14,,
Male,0.673269335,0.199004512,0.864632344,1011,20.9501,21.044,cold,14:14:38,0.01000141,0.01830524,0.004461054,0.5472681,0.4731857,6/9/20,light,14,,
Male,0.583945385,0.192388724,0.976455664,1011,21.18152,21.044,cold,14:14:43,0.02197692,0.04133474,0.002189361,0.4629691,0.4520688,6/9/20,light,14,,
Male,0.861029014,0.140693047,0.876163868,1062,21.05468,21.806,cold,14:18:38,0.009059696,0.01671083,0.001675339,0.6980709,0.6116245,6/9/20,light,14,,
Male,0.74620976,0.145155184,0.931986498,1062,21.15743,21.806,cold,14:18:43,0.03909903,0.0377286,0.002630487,0.5974696,0.5568336,6/9/20,light,14,,
Male,1.157273707,-0.026306384,0.803016877,1012,21.1562,22.763,cold,14:22:38,0.009211718,0.02574235,0.00142481,0.9539665,0.7660512,6/9/20,light,14,,
Male,1.034161886,0.061407964,0.808638615,1012,21.07222,22.763,cold,14:22:43,0.009654978,0.02363416,0.001927014,0.8513865,0.688464,6/9/20,light,14,,
Male,0.789413306,0.139472548,0.873588164,1062,21.21978,21.806,cold,14:26:38,0.01268783,0.02120893,0.001364822,0.6403807,0.559429,6/9/20,light,14,,
Male,0.858983177,0.143459014,0.880437518,1062,21.06314,21.806,cold,14:26:43,0.01308988,0.02560514,0.001069058,0.6957425,0.6125578,6/9/20,light,14,,
Male,0.484390948,0.197999937,0.863804672,1011,21.2054,21.044,cold,14:30:38,0.01679625,0.03093033,0.001119245,0.3938116,0.3401763,6/9/20,light,14,,
Male,0.985122102,0.210168539,0.898146923,1011,20.98983,21.044,cold,14:30:43,0.02388161,0.03898298,0.002728603,0.7947428,0.7137958,6/9/20,light,14,,
Male,1.090959966,-0.025487581,0.821765857,1012,21.06392,22.763,cold,14:34:38,0.02795874,0.03701569,0.00183873,0.8954575,0.7358564,6/9/20,light,14,,
Male,1.148489907,0.059879901,0.802476039,1012,21.05315,22.763,cold,14:34:43,0.01200613,0.0191392,0.001054642,0.9468431,0.7598189,6/9/20,light,14,,
Male,0.708978204,0.160936908,0.943095045,1057,20.97548,22.191,cold,14:38:38,0.009576084,0.01337083,0.002507769,0.56626,0.534037,6/9/20,light,14,,
Male,0.634019236,0.163835695,0.945996805,1057,21.08053,22.191,cold,14:38:43,0.01029932,0.02031267,9.82E-04,0.5060645,0.4787354,6/9/20,light,14,,
Male,1.091047471,0.069117208,0.963435499,1033,21.05827,19.981,cold,14:42:38,0.01122672,0.0141257,0.001635542,0.8675026,0.8357828,6/9/20,light,14,,
Male,0.950433457,0.114665462,0.95824151,1033,21.1684,19.981,cold,14:42:43,0.01062955,0.01717225,8.79E-04,0.7565671,0.724974,6/9/20,light,14,,
Male,0.62855265,0.154913487,0.97419349,1024,21.27913,15.526,cold,14:46:38,0.01056389,0.02074756,0.003051493,0.4985835,0.4857168,6/9/20,light,14,,
Male,0.696730462,0.15515122,0.923139857,1024,21.21007,15.526,cold,14:46:43,0.008260441,0.01023126,0.002616377,0.5589529,0.5159917,6/9/20,light,14,,
Male,0.916226299,0.164616285,0.9900226,1057,21.02654,22.191,cold,14:54:38,0.01279474,0.01777922,0.002284403,0.7242468,0.7170207,6/9/20,light,14,,
Male,0.660599841,0.162081229,0.95134585,1057,21.10349,22.191,cold,14:54:43,0.008618475,0.01322603,0.002403665,0.526656,0.501032,6/9/20,light,14,,
Male,1.038078374,-0.030830755,0.828981772,1012,21.09287,22.763,cold,14:58:38,0.009593486,0.02191221,0.001371799,0.8506526,0.7051755,6/9/20,light,14,,
Male,1.201520541,0.051832095,0.794449808,1012,21.1893,22.763,cold,14:58:43,0.01252596,0.01269879,0.001953612,0.9923873,0.7884019,6/9/20,light,14,,
Male,0.761609303,0.125653772,0.936796456,1062,21.19012,21.806,cold,15:02:38,0.009400225,0.0270949,0.001722786,0.6091478,0.5706475,6/9/20,light,15,,
Male,0.86006421,0.137069485,0.96667232,1062,21.05968,21.806,cold,15:02:43,0.01294137,0.02940147,0.002057422,0.6833569,0.6605822,6/9/20,light,15,,
Male,0.671644744,0.149709831,0.94063346,1024,21.24488,15.526,cold,15:06:38,0.01035381,0.01702812,0.00162107,0.536735,0.5048709,6/9/20,light,15,,
Male,0.615955972,0.151533137,0.964306954,1024,21.00459,15.526,cold,15:06:43,0.01063602,0.009399759,0.002725729,0.4896584,0.472181,6/9/20,light,15,,
Male,1.064809865,0.063707799,0.976075095,1033,21.0526,19.981,cold,15:10:38,0.008413179,0.01896126,0.001874758,0.8442834,0.824084,6/9/20,light,15,,
Male,1.103823484,0.10850581,0.927081326,1033,21.04802,19.981,cold,15:10:43,0.009978291,0.01415846,0.001505856,0.8847665,0.8202505,6/9/20,light,15,,
Male,0.496980813,0.182924279,0.998487955,1011,20.93707,21.044,cold,15:14:38,0.01104206,0.03196684,0.001883825,0.392118,0.3915251,6/9/20,light,15,,
Male,0.540756694,0.20178309,0.90060184,1011,21.06964,21.044,cold,15:14:43,0.008591495,0.007633862,0.002950583,0.4360131,0.3926742,6/9/20,light,15,,
Male,0.789195428,0.112218056,0.937491969,1035,20.98727,22.92,cold,15:18:38,0.01955739,0.03190195,0.002502401,0.6311141,0.5916644,6/9/20,light,15,,
Male,0.720256108,0.126196216,0.915902619,1035,21.10255,22.92,cold,15:18:43,0.01174737,0.0131689,0.001855831,0.57876,0.5300878,6/9/20,light,15,,
Male,1.586809976,-0.01667043,0.720773444,1012,21.1781,22.763,cold,15:22:38,0.1525116,0.1615581,0.004430278,1.333154,0.960902,6/9/20,light,15,,
Male,1.08176649,0.051992647,0.803673684,1012,21.11065,22.763,cold,15:22:43,0.01206486,0.02294219,0.00105735,0.8915901,0.7165475,6/9/20,light,15,,
Male,0.736636699,0.116786863,0.940597985,1035,21.18162,22.92,cold,15:26:38,0.01061123,0.02103902,0.001878718,0.588677,0.5537084,6/9/20,light,15,,
Male,0.706304133,0.12719521,0.890930715,1035,21.1177,22.92,cold,15:26:43,0.00964723,0.01674427,0.001299272,0.5707308,0.5084816,6/9/20,light,15,,
Male,0.685610643,0.147337673,0.964321538,1024,21.03948,15.526,cold,15:30:38,0.009568987,0.02056551,0.002110442,0.5450291,0.5255833,6/9/20,light,15,,
Male,0.728143893,0.149341035,0.932173546,1024,21.10748,15.526,cold,15:30:43,0.01587935,0.03258677,0.002216947,0.5829805,0.543439,6/9/20,light,15,,
Male,0.832374518,0.192884552,0.966817427,1057,21.0449,22.191,cold,15:34:38,0.0179796,0.02274709,0.002106663,0.6613351,0.6393903,6/9/20,light,15,,
Male,0.943575301,0.168943432,0.913743723,1057,21.0205,22.191,cold,15:34:43,0.08773641,0.07961222,0.009102302,0.7585732,0.6931415,6/9/20,light,15,,
Male,0.816333674,0.121170859,0.968490062,1062,21.03385,21.806,cold,15:38:38,0.01636027,0.01946218,0.001758242,0.648351,0.6279215,6/9/20,light,15,,
Male,0.815058247,0.129497185,0.918797583,1062,21.04655,21.806,cold,15:38:43,0.02227484,0.02800617,9.39E-04,0.654515,0.6013668,6/9/20,light,15,,
Male,1.059362357,0.094970907,0.945883233,1033,21.14142,19.981,cold,15:42:38,0.01081383,0.01399665,0.001913084,0.8455882,0.7998277,6/9/20,light,15,,
Male,1.19805151,0.096121554,0.955199357,1033,21.01328,19.981,cold,15:42:43,0.01441253,0.01933477,0.002077332,0.9543189,0.9115648,6/9/20,light,15,,
Male,0.737976408,0.182364574,0.961675842,1011,21.06059,21.044,cold,15:46:38,0.02031894,0.03402635,0.002510704,0.5870005,0.5645042,6/9/20,light,15,,
Male,0.573642819,0.198048207,0.890502161,1011,20.90122,21.044,cold,15:46:43,0.00944012,0.0161579,0.002256494,0.4635781,0.4128173,6/9/20,light,15,,
