Sex,EE_kJH,H2Og,RQ,Animal_ID,Deg_C,weight,experiment,StartTime,SD_VCO2,SD_VO2,SD_H2Omg,VO2,VCO2,StartDate,TimeOfDay,hour,,
Female,1.339024203,-0.022671114,0.907532301,1041,20.43137,22.94,Low Fat,21:27:25,0.0453,0.0621,0.0122,1.077984,0.9783053,8/19/20,dark,21,,
Female,0.885451093,0.029921262,0.966080261,1040,20.34827,20.195,Low Fat,21:31:25,0.0129318,0.025,0.0232,0.7036198,0.6797532,8/19/20,dark,21,,
Female,1.361660887,0.016105278,0.845244203,1060,19.97502,22.47,Low Fat,21:35:25,0.0147,0.0445,0.0198,1.111696,0.9396546,8/19/20,dark,21,,
Female,0.914026538,-0.12174342,0.991913134,1023,19.805,25.43,Low Fat,21:39:25,0.0161,0.0326,0.0166,0.7222081,0.7163677,8/19/20,dark,21,,
Female,1.34511229,0.031204488,0.86372443,1060,19.68209,22.47,Low Fat,21:43:25,0.0183,0.0304,0.0211,1.093601,0.9445699,8/19/20,dark,21,,
Female,1.28165166,0.0628125,0.949322127,1014,19.59392,21.46,Low Fat,21:47:25,0.0168,0.0323,0.0235,1.022241,0.970436,8/19/20,dark,21,,
Female,0.904838475,0.016137636,0.991672006,1015,19.77363,21.87,Low Fat,21:51:25,0.014,0.0219554,0.0201,0.7149861,0.7090317,8/19/20,dark,21,,
Female,1.067040839,-0.029399808,0.946692346,1001,21.13682,17.23,Low Fat,21:55:25,0.0124,0.0196,0.0195,0.8515644,0.8061695,8/19/20,dark,21,,
Female,1.24456597,-0.003426,0.854490271,1041,21.76249,22.94,Low Fat,21:59:25,0.027,0.0822,0.0235697,1.01397,0.8664275,8/19/20,dark,21,,
Female,1.057030436,0.054129228,0.961720267,1040,21.67434,20.195,Low Fat,22:03:25,0.0134,0.014,0.0154,0.8407739,0.8085893,8/19/20,dark,22,,
Female,1.86352194,-0.00792666,0.898505721,1041,21.74818,22.94,Low Fat,22:07:25,0.0898,0.1148726,0.018,1.503267,1.350694,8/19/20,dark,22,,
Female,1.538402897,-0.11504364,1.027224296,1023,21.55908,25.43,Low Fat,22:11:25,0.0193,0.0357,0.00862,1.206202,1.23904,8/19/20,dark,22,,
Female,0.818047493,0.038404842,1.031855182,1015,21.59872,21.87,Low Fat,22:15:25,0.031,0.0323,0.0238,0.6407529,0.6611642,8/19/20,dark,22,,
Female,1.018721449,-0.018092418,0.91940284,1001,21.6815,17.23,Low Fat,22:19:25,0.0124,0.0357,0.0287395,0.8179519,0.7520273,8/19/20,dark,22,,
Female,1.331884888,0.043642812,0.837405434,1060,21.59053,22.47,Low Fat,22:23:25,0.0139,0.0212,0.0188,1.089323,0.912205,8/19/20,dark,22,,
Female,1.293762046,0.10068372,0.914335991,1014,21.62867,21.46,Low Fat,22:27:25,0.017,0.0233,0.0168,1.039963,0.9508756,8/19/20,dark,22,,
Female,0.923031963,0.06157464,0.962330556,1040,21.7404,20.195,Low Fat,22:31:25,0.0141,0.0233,0.0207,0.734091,0.7064382,8/19/20,dark,22,,
Female,0.984818414,-0.00447,0.889804008,1041,21.58335,22.94,Low Fat,22:35:25,0.0422374,0.0257,0.0123,0.7959863,0.7082718,8/19/20,dark,22,,
Female,0.49615652,0.045953796,1.004945074,1015,21.57628,21.87,Low Fat,22:39:25,0.0144,0.0226,0.0186,0.3909143,0.3928474,8/19/20,dark,22,,
Female,1.171571021,-0.10760622,1.012178985,1023,21.31758,25.43,Low Fat,22:43:25,0.0161307,0.0178,0.0133,0.9216039,0.9328281,8/19/20,dark,22,,
Female,1.395555329,0.1089234,0.93579838,1014,21.32748,21.46,Low Fat,22:47:25,0.024,0.0413,0.0159,1.116436,1.044759,8/19/20,dark,22,,
Female,0.827847553,-0.004434,0.985591819,1001,21.65648,17.23,Low Fat,22:51:25,0.0238,0.0332,0.0076,0.6550237,0.645586,8/19/20,dark,22,,
Female,0.975882533,0.07731918,0.862322826,1040,21.48455,20.195,Low Fat,22:55:25,0.00993,0.0216165,0.02,0.7936617,0.6843926,8/19/20,dark,22,,
Female,1.341634439,0.054941544,0.848010476,1060,21.5947,22.47,Low Fat,22:59:25,0.0198,0.0245031,0.0113,1.094659,0.9282823,8/19/20,dark,22,,
Female,1.225471696,-0.08342898,1.037241724,1023,21.51697,25.43,Low Fat,23:03:25,0.0207,0.0234,0.0142,0.9587526,0.9944582,8/19/20,dark,23,,
Female,1.425422115,0.11282814,0.928134644,1014,21.42017,21.46,Low Fat,23:07:25,0.02479,0.0303,0.0225,1.142275,1.060185,8/19/20,dark,23,,
Female,0.377595193,0.04416483,1.000936315,1015,21.68125,21.87,Low Fat,23:11:25,0.0094,0.0136,0.0183,0.2977629,0.2980417,8/19/20,dark,23,,
Female,1.40565028,0.1164627,0.927906023,1014,21.89075,21.46,Low Fat,23:17:26,0.0141,0.0132,0.0189607,1.126488,1.045275,8/19/20,dark,23,,
Female,1.402639471,0.0653805,0.814770064,1060,22.01834,22.47,Low Fat,23:21:26,0.0209,0.0309,0.0169,1.153123,0.9395301,8/19/20,dark,23,,
Female,1.31808228,0.024950634,0.975641072,1041,22.0218,22.94,Low Fat,23:25:26,0.0434,0.0356,0.0155,1.045202,1.019742,8/19/20,dark,23,,
Female,2.051036816,-0.0605448,0.870381081,1023,22.02617,25.43,Low Fat,23:29:26,0.2195971,0.2301402,0.1085658,1.665027,1.449208,8/19/20,dark,23,,
Female,0.945370178,0.09717096,0.973891543,1040,21.98623,20.195,Low Fat,23:33:26,0.0258,0.0287,0.0135,0.7499409,0.7303611,8/19/20,dark,23,,
Female,1.049761377,0.019666842,0.948060244,1001,21.96417,17.23,Low Fat,23:37:26,0.0145,0.0205,0.0166232,0.8375203,0.7940197,8/19/20,dark,23,,
Female,0.404157503,0.050214066,0.982022932,1015,21.97355,21.87,Low Fat,23:41:26,0.00999,0.0316,0.0203,0.3200355,0.3142822,8/19/20,dark,23,,
Female,1.305128222,0.12133416,0.937927426,1014,22.07118,21.46,Low Fat,23:45:26,0.0116,0.0135,0.0213,1.043601,0.978822,8/19/20,dark,23,,
Female,0.471147682,0.048106452,0.989160458,1015,22.01917,21.87,Low Fat,23:49:26,0.012,0.0208941,0.0118,0.3724973,0.3684596,8/19/20,dark,23,,
Female,1.347299565,0.07505742,0.835893837,1060,22.03777,22.47,Low Fat,23:53:26,0.0233,0.0316,0.0249842,1.102309,0.9214133,8/19/20,dark,23,,
Female,1.347761972,0.034448124,1.00067929,1041,22.11902,22.94,Low Fat,23:57:26,0.0176714,0.0451,0.0111,1.062874,1.063596,8/19/20,dark,23,,
Female,0.506468698,0.1346655,1.024723465,1040,22.28338,20.195,Low Fat,6:03:21,0.0108,0.02,0.0422,0.3973189,0.407142,8/19/20,T1,6,,
Female,0.579386082,0.08837784,0.963216242,1001,22.27185,17.23,Low Fat,6:07:21,0.0119,0.0163,0.0196,0.4606979,0.4437517,8/19/20,T1,6,,
Female,0.700291436,0.09556776,0.942788008,1015,22.25448,21.87,Low Fat,6:11:21,0.0132,0.0131,0.0188,0.55936,0.5273579,8/19/20,T1,6,,
Female,1.196716405,0.14751246,0.955110293,1014,22.35638,21.46,Low Fat,6:15:21,0.0489,0.0672287,0.0163,0.9532742,0.910482,8/19/20,T1,6,,
Female,0.413621213,0.09208002,1.032109251,1015,22.57372,21.87,Low Fat,6:19:21,0.0103,0.0259,0.0232,0.3239596,0.3343617,8/19/20,T1,6,,
Female,1.14691849,0.09786954,0.793279486,1060,22.81255,22.47,Low Fat,6:23:21,0.0226,0.0220847,0.0157,0.9475436,0.7516669,8/19/20,T1,6,,
Female,1.029549453,0.036952926,0.931259084,1041,23.17233,22.94,Low Fat,6:27:21,0.0216179,0.0189,0.0169,0.8244653,0.7677908,8/19/20,T1,6,,
Female,1.37157525,0.14792424,0.982271273,1040,23.49327,20.195,Low Fat,6:31:21,0.0111,0.0151,0.0265,1.086034,1.06678,8/19/20,T1,6,,
Female,0.629689803,0.09134472,0.946475165,1001,23.83527,17.23,Low Fat,6:35:21,0.0107,0.02,0.0225,0.5025555,0.4756563,8/19/20,T1,6,,
Female,1.254480528,0.052372332,0.941215918,1023,23.88908,25.43,Low Fat,6:39:21,0.0326,0.0311,0.0118,1.00237,0.9434466,8/19/20,T1,6,,
Female,0.665634705,0.09605214,0.94586005,1001,23.91077,17.23,Low Fat,6:43:21,0.00992,0.0217792,0.0141,0.5313156,0.5025502,8/19/20,T1,6,,
Female,1.19124445,0.15874458,0.977139217,1040,24.22785,20.195,Low Fat,6:47:21,0.0283,0.0293994,0.0217,0.9443115,0.9227238,8/19/20,T1,6,,
Female,1.034899786,0.05617695,0.935686443,1023,24.69382,25.43,Low Fat,6:51:21,0.0137,0.0122,0.0175,0.8279343,0.7746869,8/19/20,T1,6,,
Female,0.272302288,0.10587,1.054743122,1015,25.00377,21.87,Low Fat,6:55:21,0.00732,0.0175,0.0354,0.2122294,0.2238475,8/19/20,T1,6,,
Female,0.862161501,0.043486296,0.958511473,1041,25.0236,22.94,Low Fat,6:59:21,0.0288,0.0307,0.0192,0.6862596,0.6577877,8/19/20,T1,6,,
Female,0.558554701,0.17609382,0.939769477,1014,25.3,21.46,Low Fat,7:03:21,0.0116729,0.0125,0.0405,0.4464464,0.4195567,8/19/20,T1,7,,
Female,0.272928288,0.11107092,1.009938953,1015,25.86112,21.87,Low Fat,7:11:21,0.0115947,0.0198095,0.017,0.2148013,0.2169362,8/19/20,T1,7,,
Female,0.880411487,0.07591404,0.989276639,1023,26.14863,25.43,Low Fat,7:15:21,0.0175,0.0256,0.0154,0.6960504,0.6885864,8/19/20,T1,7,,
Female,0.589582257,0.13036134,1.003083628,1001,26.2241,17.23,Low Fat,7:19:21,0.0193,0.0338,0.0174,0.4647124,0.4661454,8/19/20,T1,7,,
Female,0.55547723,0.18836676,0.948542539,1014,26.5976,21.46,Low Fat,7:23:21,0.0116,0.0145,0.0334,0.4431233,0.4203213,8/19/20,T1,7,,
Female,0.791928791,0.06563634,0.85595366,1041,26.90745,22.94,Low Fat,7:27:21,0.0194,0.0232,0.0183,0.6449848,0.5520771,8/19/20,T1,7,,
Female,1.148639795,0.20665566,0.94059846,1040,27.15737,20.195,Low Fat,7:31:21,0.0214,0.0271,0.0545,0.9179257,0.8633995,8/19/20,T1,7,,
Female,0.672941389,0.14751444,0.829597175,1060,27.3483,22.47,Low Fat,7:35:21,0.0103,0.0207,0.0346,0.5513641,0.4574101,8/19/20,T1,7,,
Female,0.929448026,0.10096998,1.027657861,1023,27.65737,25.43,Low Fat,7:39:21,0.0164,0.0143,0.028,0.7286753,0.7488289,8/19/20,T1,7,,
Female,0.47778759,0.15181806,0.823102303,1060,27.9788,22.47,Low Fat,7:43:21,0.0125,0.0136,0.0299,0.3920475,0.3226952,8/19/20,T1,7,,
Female,0.495883007,0.20857932,0.981310094,1014,28.05648,21.46,Low Fat,7:47:21,0.00944,0.0159,0.0272173,0.3927307,0.3853906,8/19/20,T1,7,,
Female,0.230972403,0.14270418,1.112087437,1015,28.41227,21.87,Low Fat,7:51:21,0.00861,0.0148,0.0273,0.1778094,0.1977396,8/19/20,T1,7,,
Female,0.479691214,0.16642878,1.059151374,1001,28.72317,17.23,Low Fat,7:55:21,0.0119,0.018,0.0415,0.3735095,0.3956031,8/19/20,T1,7,,
Female,0.565816808,0.1066272,0.951626734,1041,28.8575,22.94,Low Fat,7:59:21,0.0126,0.0181188,0.0276,0.4510632,0.4292438,8/19/20,T1,7,,
Female,1.031581926,0.2534376,0.942267598,1040,29.12982,20.195,Low Fat,8:03:21,0.015,0.0349,0.0739,0.8240745,0.7764987,8/19/20,T1,8,,
Female,0.650475166,0.1230027,0.947272771,1041,29.39272,22.94,Low Fat,8:07:21,0.0334,0.0318,0.0407,0.5190525,0.4916843,8/19/20,T1,8,,
Female,0.67406215,0.1377153,1.0622429,1023,29.66157,25.43,Low Fat,8:11:21,0.019466,0.0254,0.025,0.5245048,0.5571515,8/19/20,T1,8,,
Female,0.248484419,0.16715472,1.071796054,1015,29.92185,21.87,Low Fat,8:15:21,0.0128,0.0165,0.0267,0.1929535,0.2068068,8/19/20,T1,8,,
Female,0.391708379,0.2021688,1.11956977,1001,30.1909,17.23,Low Fat,8:19:21,0.0089,0.0218,0.0388,0.3010669,0.3370654,8/19/20,T1,8,,
Female,0.422831855,0.19113024,0.869892028,1060,30.3703,22.47,Low Fat,8:23:21,0.00849,0.0219,0.0398,0.3432918,0.2986268,8/19/20,T1,8,,
Female,0.415582878,0.25484388,1.001680371,1014,30.61215,21.46,Low Fat,8:27:21,0.00875,0.0208,0.0496,0.3276657,0.3282163,8/19/20,T1,8,,
Female,0.570779775,0.27626826,0.970537716,1040,30.8803,20.195,Low Fat,8:31:21,0.0165,0.0318,0.0835,0.4531217,0.4397717,8/19/20,T1,8,,
Female,0.465373183,0.16873626,1.034610421,1041,30.99547,22.94,Low Fat,8:35:21,0.0139,0.0184,0.0211,0.3642949,0.3769033,8/19/20,T1,8,,
Female,0.174534455,0.19082982,1.434849131,1015,31.23587,21.87,Low Fat,8:39:21,0.0105,0.0136,0.0291372,0.1256852,0.1803393,8/19/20,T1,8,,
Female,0.493197569,0.19061064,1.21968611,1023,31.5295,25.43,Low Fat,8:43:21,0.0203,0.032,0.0266,0.3711368,0.4526704,8/19/20,T1,8,,
Female,0.386518258,0.2786643,1.097876301,1014,31.84972,21.46,Low Fat,8:47:21,0.0103,0.0193,0.0374,0.2984604,0.3276726,8/19/20,T1,8,,
Female,0.388613462,0.24602586,1.097580685,1001,32.22689,17.23,Low Fat,8:51:21,0.0138,0.0139,0.0301,0.3000973,0.329381,8/19/20,T1,8,,
Female,0.346944622,0.28412322,1.06631886,1040,32.59378,20.195,Low Fat,8:55:21,0.0148,0.016,0.0399,0.2697287,0.2876168,8/19/20,T1,8,,
Female,0.267316788,0.23044032,1.037231611,1060,32.73454,22.47,Low Fat,8:59:21,0.00756,0.019,0.4188822,0.2091368,0.2169233,8/19/20,T1,8,,
Female,0.467674097,0.18505632,0.902498711,1040,32.98202,20.195,Low Fat,20:03:25,0.00876,0.0174,0.0205,0.3769263,0.3401755,8/19/20,T2,20,,
Female,0.472001527,0.13429464,1.017004679,1001,32.87354,17.23,Low Fat,20:07:25,0.00884,0.012,0.0287,0.3709038,0.3772109,8/19/20,T2,20,,
Female,0.662987486,0.16242918,1.05168004,1015,32.90628,21.87,Low Fat,20:11:25,0.0226,0.0254,0.0342,0.5170681,0.5437902,8/19/20,T2,20,,
Female,0.550938537,0.20048364,1.002820542,1014,32.02604,21.46,Low Fat,20:15:25,0.0413,0.0547556,0.0462,0.4342782,0.4355031,8/19/20,T2,20,,
Female,0.579633715,0.1571235,1.11352554,1015,31.1901,21.87,Low Fat,20:19:25,0.0201,0.031672,0.027,0.446082,0.4967237,8/19/20,T2,20,,
Female,0.313718468,0.15052638,0.946769563,1060,30.18789,22.47,Low Fat,20:23:25,0.0108165,0.0187,0.0173,0.2503624,0.2370355,8/19/20,T2,20,,
Female,1.373094558,0.14543694,1.000328736,1041,29.26333,22.94,Low Fat,20:27:25,0.0297,0.0391,0.016,1.082935,1.083291,8/19/20,T2,20,,
Female,0.735103266,0.14325624,0.896455907,1040,28.41125,20.195,Low Fat,20:31:25,0.0137,0.020486,0.0229,0.5932661,0.5318369,8/19/20,T2,20,,
Female,0.790324384,0.07226826,0.92789245,1001,27.81707,17.23,Low Fat,20:35:25,0.0123,0.0181,0.0176,0.6333678,0.5876972,8/19/20,T2,20,,
Female,0.923580055,-0.05716125,1.001812753,1023,27.13242,25.43,Low Fat,20:39:25,0.0185,0.0294,0.0308,0.7281742,0.7294942,8/19/20,T2,20,,
Female,0.695221238,0.05213649,0.911627445,1001,26.2217,17.23,Low Fat,20:43:25,0.0133,0.0217,0.0202,0.559177,0.5097611,8/19/20,T2,20,,
Female,0.489546656,0.08517414,0.939749414,1040,25.57912,20.195,Low Fat,20:47:25,0.0181,0.021,0.0205,0.3912908,0.3677153,8/19/20,T2,20,,
Female,1.094480087,-0.09373152,0.979478725,1023,24.95852,25.43,Low Fat,20:51:25,0.0191,0.0332664,0.0346756,0.8671586,0.8493634,8/19/20,T2,20,,
Female,0.873789783,0.033528336,0.937106294,1015,24.10923,21.87,Low Fat,20:55:25,0.0378,0.0405,0.0217,0.6988235,0.6548719,8/19/20,T2,20,,
Female,1.047934002,0.028948224,0.926158008,1041,23.49502,22.94,Low Fat,20:59:25,0.0264,0.0436801,0.0137,0.8401412,0.7781035,8/19/20,T2,20,,
Female,0.285152792,0.257064,0.96356321,1040,32.87873,20.195,Low Fat,9:01:28,0.00802,0.0153989,0.0649,0.2267214,0.2184604,8/20/20,light,9,,
Female,0.418546359,0.36828936,1.105464001,1041,33.03757,22.94,Low Fat,9:05:28,0.0191922,0.0149425,0.0155,0.3226665,0.3566962,8/20/20,light,9,,
Female,0.172451646,0.19206312,1.324230684,1015,33.24717,21.87,Low Fat,9:09:28,0.00728,0.0166,0.0751,0.126996,0.168172,8/20/20,light,9,,
Female,0.660723574,0.261333,1.130940119,1023,33.3559,25.43,Low Fat,9:13:28,0.0124,0.0146,0.0455,0.5066018,0.5729363,8/20/20,light,9,,
Female,0.327860727,0.27291756,1.075934547,1014,33.41427,21.46,Low Fat,9:17:28,0.0109,0.019,0.4972041,0.2543638,0.2736788,8/20/20,light,9,,
Female,0.287245089,0.27008328,1.205295942,1001,33.3204,17.23,Low Fat,9:21:28,0.0154,0.0202627,0.1755057,0.2168075,0.2613172,8/20/20,light,9,,
Female,0.202008227,0.27069648,1.29433989,1040,33.20067,20.195,Low Fat,9:25:28,0.00828,0.0249,0.0487,0.1496773,0.1937333,8/20/20,light,9,,
Female,0.249937495,0.26415636,0.964095405,1060,33.10023,22.47,Low Fat,9:29:28,0.00959,0.0192,0.027,0.1986988,0.1915646,8/20/20,light,9,,
Female,0.77177099,0.26373756,1.058631919,1023,33.04362,25.43,Low Fat,9:33:28,0.0594,0.0477,0.0498,0.6010037,0.6362417,8/20/20,light,9,,
Female,0.318605121,0.28650552,1.050121074,1014,32.98522,21.46,Low Fat,9:37:28,0.00829,0.019442,0.0268,0.2485661,0.2610245,8/20/20,light,9,,
Female,0.208378041,0.19917354,0.916348216,1015,32.95427,21.87,Low Fat,9:41:28,0.00714,0.0154,0.0793,0.167425,0.1534196,8/20/20,light,9,,
Female,0.300915562,0.27804804,1.124318057,1014,32.98117,21.46,Low Fat,9:47:29,0.0105872,0.014576,0.0375,0.2310493,0.2597729,8/20/20,light,9,,
Female,0.246396716,0.25077432,0.962004731,1060,32.99924,22.47,Low Fat,9:51:29,0.0113279,0.0154,0.0298,0.1959744,0.1885283,8/20/20,light,9,,
Female,0.466207633,0.40001622,1.061249142,1041,33.06212,22.94,Low Fat,9:55:29,0.0106,0.0155,0.0481,0.3628459,0.3850699,8/20/20,light,9,,
Female,0.709183043,0.2471097,1.104906839,1023,33.07969,25.43,Low Fat,9:59:29,0.0222,0.0224,0.0256,0.5467899,0.6041519,8/20/20,light,9,,
Female,0.21972113,0.24843084,1.190093886,1040,33.08699,20.195,Low Fat,10:03:29,0.0104,0.0246,0.0394,0.166372,0.1979983,8/20/20,light,10,,
Female,0.320249823,0.26137386,1.009786834,1001,33.12852,17.23,Low Fat,10:07:29,0.00946,0.0129,0.1644622,0.2520529,0.2545197,8/20/20,light,10,,
Female,0.17147348,0.18695352,1.077901032,1015,33.07843,21.87,Low Fat,10:11:29,0.00716,0.0206,0.0266211,0.1329777,0.1433368,8/20/20,light,10,,
Female,0.299000642,0.25808304,1.110697596,1014,33.0391,21.46,Low Fat,10:15:29,0.0121,0.0142,0.0348,0.230248,0.2557359,8/20/20,light,10,,
Female,0.135306901,0.18178608,1.467728306,1015,33.02175,21.87,Low Fat,10:19:29,0.00982,0.00709,0.0417,0.0968,0.1420761,8/20/20,light,10,,
Female,0.283789437,0.23366688,0.875093749,1060,33.0435,22.47,Low Fat,10:23:29,0.00978,0.0196,0.0221,0.230135,0.2013897,8/20/20,light,10,,
Female,0.49251436,0.38152512,1.056581641,1041,33.00019,22.94,Low Fat,10:27:29,0.0109,0.018,0.054,0.3837075,0.4054183,8/20/20,light,10,,
Female,0.200198524,0.22896396,1.263466841,1040,33.01788,20.195,Low Fat,10:31:29,0.00807,0.0132,0.1049235,0.1492852,0.1886169,8/20/20,light,10,,
Female,0.308918217,0.24242412,0.984962043,1001,33.03682,17.23,Low Fat,10:35:29,0.0124,0.0149,0.0432433,0.2444614,0.2407852,8/20/20,light,10,,
Female,0.69340483,0.20823516,1.111933172,1023,33.04348,25.43,Low Fat,10:39:29,0.0127,0.0225,0.0318,0.5338212,0.5935735,8/20/20,light,10,,
Female,0.289841184,0.23674506,1.034285394,1001,33.03202,17.23,Low Fat,10:43:29,0.0106,0.0253915,0.0316,0.2269042,0.2346837,8/20/20,light,10,,
Female,0.256312168,0.22107954,1.059217782,1040,33.01587,20.195,Low Fat,10:47:29,0.00951,0.0115,0.0266,0.1995735,0.2113918,8/20/20,light,10,,
Female,0.761707722,0.2097999,1.04400689,1023,33.0071,25.43,Low Fat,10:51:29,0.00904,0.0156,0.0250503,0.59505,0.6212363,8/20/20,light,10,,
Female,0.17962655,0.17189676,1.14479785,1015,32.95174,21.87,Low Fat,10:55:29,0.00874,0.0128,0.0998,0.1373211,0.1572049,8/20/20,light,10,,
Female,0.419259638,0.36576288,1.089233989,1041,32.95112,22.94,Low Fat,10:59:29,0.00979,0.0173,0.0551,0.3243439,0.3532864,8/20/20,light,10,,
Female,0.315837814,0.23555094,1.067871412,1014,32.95327,21.46,Low Fat,11:03:29,0.0168,0.0131,0.2175865,0.2454627,0.2621226,8/20/20,light,11,,
Female,0.175658066,0.1625538,1.106792653,1015,33.02117,21.87,Low Fat,11:11:29,0.00788,0.0295,0.077922,0.1353801,0.1498377,8/20/20,light,11,,
Female,0.731048248,0.19202454,1.082735207,1023,33.05275,25.43,Low Fat,11:15:29,0.0118,0.0173,0.0286,0.5663381,0.6131942,8/20/20,light,11,,
Female,0.440868433,0.22354314,0.959594854,1001,33.04697,17.23,Low Fat,11:19:29,0.0237,0.0276,0.059,0.3508365,0.3366609,8/20/20,light,11,,
Female,0.293254621,0.22774326,1.112623831,1014,33.04652,21.46,Low Fat,11:23:29,0.00963,0.00889,0.0282,0.2257302,0.2511528,8/20/20,light,11,,
Female,0.434319342,0.3332313,0.984068463,1041,33.0347,22.94,Low Fat,11:27:29,0.0109,0.0162,0.6564727,0.3437647,0.338288,8/20/20,light,11,,
Female,0.245351038,0.21273474,1.176375052,1040,33.0278,20.195,Low Fat,11:31:29,0.0302,0.0282,0.03,0.1863166,0.2191782,8/20/20,light,11,,
Female,0.279178487,0.19881762,0.938217758,1060,32.99435,22.47,Low Fat,11:35:29,0.00985,0.0104,0.1083711,0.2232211,0.20943,8/20/20,light,11,,
Female,0.37246885,0.1806009,1.11888785,1023,32.90672,25.43,Low Fat,11:39:29,0.0179,0.0243,0.0442,0.2863211,0.3203612,8/20/20,light,11,,
Female,0.415490607,0.1728621,0.972682591,1060,32.827,22.47,Low Fat,11:43:29,0.0213,0.0312,0.0419,0.3296872,0.320681,8/20/20,light,11,,
Female,0.758504289,0.18547302,0.981058018,1014,32.89249,21.46,Low Fat,11:47:29,0.0261,0.0246,0.0157,0.6007555,0.589376,8/20/20,light,11,,
Female,0.304948723,0.09367548,0.988603521,1015,32.98299,21.87,Low Fat,11:51:29,0.0109,0.0243,0.022621,0.2411271,0.2383791,8/20/20,light,11,,
Female,0.242646379,0.16347948,1.04342854,1001,33.08318,17.23,Low Fat,11:55:29,0.0107,0.0173,0.0391,0.1895804,0.1978136,8/20/20,light,11,,
Female,0.953541157,0.28440924,0.988651538,1041,33.07142,22.94,Low Fat,11:59:29,0.02,0.0288,0.0934,0.75397,0.7454136,8/20/20,light,11,,
Female,0.216230498,0.15452916,1.042275033,1040,32.8681,20.195,Low Fat,12:03:29,0.0171,0.0258413,0.2429173,0.1689839,0.1761277,8/20/20,light,12,,
Female,0.789034451,0.2419944,0.928880951,1041,32.63875,22.94,Low Fat,12:07:29,0.0138,0.0199,0.0579,0.6321949,0.5872338,8/20/20,light,12,,
Female,1.072350478,0.13885914,1.045344948,1023,32.53165,25.43,Low Fat,12:11:29,0.022,0.0327,0.0151,0.8374825,0.8754581,8/20/20,light,12,,
Female,0.142666666,0.0927387,1.081831373,1015,32.72522,21.87,Low Fat,12:15:29,0.0096,0.015,0.0771,0.1105444,0.1195904,8/20/20,light,12,,
Female,0.237187684,0.16719924,0.90099771,1001,32.83872,17.23,Low Fat,12:19:29,0.0132,0.0187292,0.0416,0.1912279,0.1722959,8/20/20,light,12,,
Female,0.294515745,0.18988194,0.861837755,1060,32.83892,22.47,Low Fat,12:23:29,0.00798,0.0259,0.0343,0.2395488,0.2064522,8/20/20,light,12,,
Female,0.340413672,0.22732962,0.937393565,1014,32.75762,21.46,Low Fat,12:27:29,0.00945,0.0213,0.02,0.2722324,0.2551889,8/20/20,light,12,,
Female,0.197552776,0.18925926,1.132604884,1040,32.70975,20.195,Low Fat,12:31:29,0.00852,0.0175,0.036,0.1514175,0.1714962,8/20/20,light,12,,
Female,0.525682181,0.31170492,0.950233028,1041,32.69767,22.94,Low Fat,12:35:29,0.00681,0.0161,0.0291,0.4191977,0.3983355,8/20/20,light,12,,
Female,0.177060109,0.13285278,0.933539235,1015,32.78817,21.87,Low Fat,12:39:29,0.00838,0.0163,0.0302105,0.1417182,0.1322995,8/20/20,light,12,,
Female,0.552455912,0.15569274,1.029473578,1023,32.95455,25.43,Low Fat,12:43:29,0.00767,0.0157954,0.0218,0.4329471,0.4457076,8/20/20,light,12,,
Female,0.293977017,0.2151549,0.976238262,1014,33.0777,21.46,Low Fat,12:47:29,0.0111,0.0171,0.1365357,0.2330848,0.2275463,8/20/20,light,12,,
Female,0.522947318,0.18594822,0.931417689,1001,33.1086,17.23,Low Fat,12:51:29,0.0165,0.0119,0.0252,0.4187625,0.3900428,8/20/20,light,12,,
Female,0.204208434,0.17979264,1.190295131,1040,33.0661,20.195,Low Fat,12:55:29,0.00873,0.0122,0.0281,0.1546193,0.1840426,8/20/20,light,12,,
Female,0.255196017,0.17893716,0.920595565,1060,33.0345,22.47,Low Fat,12:59:29,0.00952,0.0207,0.2941704,0.2048475,0.1885817,8/20/20,light,12,,
Female,0.513474759,0.14549088,1.034602348,1023,32.9721,25.43,Low Fat,13:03:29,0.017,0.0191,0.0264,0.4019496,0.415858,8/20/20,light,13,,
Female,0.274124308,0.20086212,0.976510506,1014,32.93162,21.46,Low Fat,13:07:29,0.0083,0.022,0.03,0.2173312,0.2122262,8/20/20,light,13,,
Female,0.247845715,0.12698292,0.928983326,1015,32.9137,21.87,Low Fat,13:11:29,0.014,0.0272417,0.047,0.1985759,0.1844737,8/20/20,light,13,,
Female,0.283925548,0.198105,0.936774267,1014,32.90752,21.46,Low Fat,13:17:30,0.0101,0.0204,0.0182,0.2270895,0.2127316,8/20/20,light,13,,
Female,0.275287559,0.17685324,0.868955315,1060,32.93177,22.47,Low Fat,13:21:30,0.0121,0.0126286,0.023047,0.2235497,0.1942547,8/20/20,light,13,,
Female,0.449902482,0.28606608,0.936560047,1041,32.95215,22.94,Low Fat,13:25:30,0.00989,0.0169,0.0442,0.3598584,0.337029,8/20/20,light,13,,
Female,0.526299627,0.1288455,0.991407229,1023,32.99723,25.43,Low Fat,13:29:30,0.0101,0.0154,0.0151,0.4158961,0.4123224,8/20/20,light,13,,
Female,0.229030217,0.16621116,0.995443123,1040,33.06429,20.195,Low Fat,13:33:30,0.016,0.0253749,0.251158,0.1808256,0.1800016,8/20/20,light,13,,
